"state","general_lat","general_long","latitude","longitude","brightness","acq_date","acq_time","confidence","daynight","area"
"Northern Territory",-13,131,-12.7867,130.8884,358.9,"2018-05-13",129,99,"D",1334000
"Northern Territory",-13,131,-13.2762,130.6083,349.7,"2006-06-13",127,95,"D",1334000
"Northern Territory",-13,131,-12.7094,131.0265,345.8,"2014-06-13",205,93,"D",1334000
"Northern Territory",-13,131,-13.0502,130.9756,350,"2015-06-13",135,95,"D",1334000
"Northern Territory",-13,131,-13.3251,130.8433,355.1,"2011-06-29",115,97,"D",1334000
"Northern Territory",-13,131,-12.7313,131.2903,348.5,"2009-06-01",153,94,"D",1334000
"Northern Territory",-13,131,-12.7779,130.7504,345,"2016-06-20",153,92,"D",1334000
"Northern Territory",-13,131,-12.5334,131.1927,355.3,"2008-09-04",140,97,"D",1334000
"Northern Territory",-13,131,-12.5921,131.323,362.4,"2016-07-20",205,100,"D",1334000
"Northern Territory",-13,131,-13.3207,130.7198,349.6,"2004-07-16",134,95,"D",1334000
"Northern Territory",-13,131,-13.0074,130.9579,353.7,"2016-06-15",135,97,"D",1334000
"Northern Territory",-13,131,-12.7687,131.3093,355.1,"2003-09-18",121,97,"D",1334000
"Northern Territory",-13,131,-13.3013,130.5594,365.1,"2017-07-04",134,100,"D",1334000
"Northern Territory",-13,131,-12.5974,130.7067,370.5,"2017-05-26",128,100,"D",1334000
"Northern Territory",-13,131,-12.6192,131.0645,345.1,"2014-07-26",146,92,"D",1334000
"Northern Territory",-13,131,-12.5393,131.1281,365.3,"2006-09-19",115,100,"D",1334000
"Northern Territory",-13,131,-13.1032,131.1037,376.2,"2015-06-11",147,100,"D",1334000
"Northern Territory",-13,131,-13.3782,131.1568,357.5,"2013-06-02",116,98,"D",1334000
"Northern Territory",-13,131,-12.8853,130.8299,348.3,"2015-06-27",147,94,"D",1334000
"Northern Territory",-19,134,-18.7957,134.4706,395.7,"2018-01-05",129,100,"D",1334000
"Northern Territory",-19,134,-19.394,133.8931,341.9,"2002-02-10",131,91,"D",1334000
"Northern Territory",-19,134,-19.4784,134.1672,349.3,"2017-12-02",142,93,"D",1334000
"Northern Territory",-19,134,-18.6134,134.0942,349.2,"2017-04-08",129,93,"D",1334000
"Northern Territory",-19,134,-18.626,133.7825,357.8,"2001-01-24",129,98,"D",1334000
"Northern Territory",-16,130,-16.0379,129.8559,345.6,"2013-02-17",123,93,"D",1334000
"Northern Territory",-16,130,-15.7435,129.6571,351.4,"2015-04-12",123,95,"D",1334000
"Northern Territory",-16,130,-15.5595,129.5263,341.6,"2006-05-13",211,91,"D",1334000
"Northern Territory",-13,131,-12.853,131.4502,356.1,"2006-07-09",204,98,"D",1334000
"Northern Territory",-13,131,-13.4816,130.5971,345,"2012-06-06",121,93,"D",1334000
"Northern Territory",-13,131,-12.7344,131.0446,354.5,"2011-07-02",146,97,"D",1334000
"Northern Territory",-13,131,-12.6248,130.8136,375.2,"2008-06-16",140,100,"D",1334000
"Northern Territory",-13,131,-12.953,130.7899,358,"2008-07-27",134,99,"D",1334000
"Northern Territory",-13,131,-13.0127,130.6817,356.1,"2008-05-11",205,98,"D",1334000
"Northern Territory",-13,131,-12.9239,131.2224,353.4,"2001-06-15",137,97,"D",1334000
"Northern Territory",-13,131,-12.8975,131.0835,344.8,"2001-06-13",149,92,"D",1334000
"Northern Territory",-13,131,-13.037,130.7627,357.8,"2007-08-29",205,99,"D",1334000
"Northern Territory",-13,131,-12.6327,131.2159,348.7,"2017-08-14",128,94,"D",1334000
"Northern Territory",-13,131,-13.1418,130.7653,354.8,"2010-05-31",508,97,"D",1334000
"Northern Territory",-13,131,-12.9631,131.0426,357,"2006-07-08",121,98,"D",1334000
"Northern Territory",-13,131,-13.4489,130.9398,346.8,"2003-06-06",211,93,"D",1334000
"Northern Territory",-13,131,-13.3398,130.5518,348.8,"2004-07-12",158,95,"D",1334000
"Northern Territory",-13,132,-13.0708,131.7015,349.3,"2008-06-06",104,95,"D",1334000
"Northern Territory",-13,132,-12.7302,132.4707,350.3,"2009-05-20",129,95,"D",1334000
"Northern Territory",-13,132,-13.4437,132.1981,353.8,"2016-08-06",110,97,"D",1334000
"Northern Territory",-13,132,-13.2597,131.8654,366.1,"2015-08-02",123,100,"D",1334000
"Northern Territory",-13,132,-13.305,131.9624,363.8,"2011-06-04",121,100,"D",1334000
"Northern Territory",-13,132,-13.2405,131.9248,359.7,"2016-05-16",122,99,"D",1334000
"Northern Territory",-13,132,-13.4671,132.3029,361.1,"2004-04-27",134,100,"D",1334000
"Northern Territory",-13,132,-13.1374,131.9158,352.3,"2014-05-11",122,96,"D",1334000
"Northern Territory",-13,132,-13.2231,131.7215,361.2,"2010-06-04",152,100,"D",1334000
"Northern Territory",-13,132,-12.7884,132.1296,340,"2017-06-11",128,91,"D",1334000
"Northern Territory",-13,132,-13.2186,131.8584,349.8,"2008-08-03",140,94,"D",1334000
"Northern Territory",-13,132,-13.1082,131.9454,352.7,"2003-06-01",153,96,"D",1334000
"Northern Territory",-13,132,-13.1526,131.7631,342.6,"2005-07-20",216,91,"D",1334000
"Northern Territory",-13,132,-12.6724,132.0779,346.2,"2005-06-10",127,93,"D",1334000
"Northern Territory",-13,132,-12.9416,132.0273,345,"2019-08-22",115,92,"D",1334000
"Northern Territory",-13,132,-12.8302,131.5421,358.6,"2003-08-24",127,99,"D",1334000
"Northern Territory",-13,132,-13.2686,132.4277,357.8,"2009-05-15",110,99,"D",1334000
"Northern Territory",-13,132,-12.5043,131.7171,349.2,"2013-10-22",127,93,"D",1334000
"Northern Territory",-13,132,-12.8938,131.7751,352.7,"2001-05-07",131,96,"D",1334000
"Northern Territory",-13,132,-13.3614,131.6004,341.2,"2010-06-02",205,91,"D",1334000
"Northern Territory",-13,132,-13.1912,132.3509,345.5,"2011-06-22",109,93,"D",1334000
"Northern Territory",-13,132,-12.8168,132.2132,354.3,"2015-08-29",104,97,"D",1334000
"Northern Territory",-13,132,-13.3288,131.7327,339.6,"2010-06-14",51,91,"D",1334000
"Northern Territory",-13,132,-12.8691,132.1611,346.9,"2004-07-07",140,93,"D",1334000
"Northern Territory",-13,132,-13.1733,132.0185,347.4,"2015-05-19",141,93,"D",1334000
"Northern Territory",-13,132,-13.1577,131.6879,371.6,"2014-05-18",128,100,"D",1334000
"Northern Territory",-13,132,-12.6482,132.0321,391.2,"2019-06-24",134,100,"D",1334000
"Northern Territory",-13,132,-13.2006,131.8313,344.3,"2004-06-14",134,92,"D",1334000
"Northern Territory",-13,132,-12.8276,131.849,356.9,"2014-06-12",122,98,"D",1334000
"Northern Territory",-13,132,-12.6786,132.0479,345.9,"2011-07-13",127,93,"D",1334000
"Northern Territory",-13,132,-13.4634,132.2622,373.4,"2005-07-03",133,100,"D",1334000
"Northern Territory",-13,132,-13.3392,132.2468,364.1,"2008-06-11",122,100,"D",1334000
"Northern Territory",-13,132,-12.5667,132.3285,344.6,"2012-04-28",115,93,"D",1334000
"Northern Territory",-13,132,-12.646,132.4006,358.8,"2009-10-22",109,99,"D",1334000
"Northern Territory",-13,132,-12.5681,131.8452,358.2,"2019-07-13",204,99,"D",1334000
"Northern Territory",-13,132,-13.3296,132.0534,362.1,"2012-05-15",158,100,"D",1334000
"Northern Territory",-13,132,-13.2389,132.1309,341.1,"2007-06-27",110,92,"D",1334000
"Northern Territory",-13,132,-13.3274,131.7398,356.9,"2005-04-27",103,98,"D",1334000
"Northern Territory",-13,132,-12.6195,131.7745,375.3,"2011-08-30",127,100,"D",1334000
"Northern Territory",-13,132,-12.5511,131.6743,356,"2014-12-12",128,92,"D",1334000
"Northern Territory",-13,132,-12.8553,132.221,355.7,"2012-05-19",134,98,"D",1334000
"Northern Territory",-13,132,-13.2497,131.9334,353.2,"2010-06-06",140,97,"D",1334000
"Northern Territory",-13,132,-12.6293,131.7092,344.3,"2001-06-08",131,92,"D",1334000
"Northern Territory",-13,132,-13.4114,131.9333,344.5,"2013-05-08",122,92,"D",1334000
"Northern Territory",-13,132,-12.9538,132.2216,343.5,"2019-07-16",57,93,"D",1334000
"Northern Territory",-13,132,-12.925,132.386,363.8,"2013-09-20",128,100,"D",1334000
"Northern Territory",-13,132,-13.1493,131.7709,349.8,"2004-05-15",122,95,"D",1334000
"Northern Territory",-13,132,-12.8848,131.7432,353.5,"2011-05-10",128,97,"D",1334000
"Northern Territory",-13,132,-12.8596,131.9805,345.5,"2012-05-14",115,93,"D",1334000
"Northern Territory",-13,132,-12.9493,132.0424,347.2,"2011-05-15",146,94,"D",1334000
"Northern Territory",-13,132,-12.5675,131.5519,348.1,"2006-09-10",121,93,"D",1334000
"Northern Territory",-13,132,-12.6998,131.7909,352.3,"2012-04-19",121,96,"D",1334000
"Northern Territory",-13,132,-13.1539,132.4202,346.4,"2015-07-26",117,92,"D",1334000
"Northern Territory",-13,132,-13.0637,131.6403,341.2,"2001-05-23",131,91,"D",1334000
"Northern Territory",-13,132,-12.5863,132.3122,350.2,"2006-09-17",127,94,"D",1334000
"Northern Territory",-13,132,-12.8045,132.2377,342.6,"2001-05-12",150,91,"D",1334000
"Northern Territory",-13,132,-12.8935,131.8233,345,"2014-06-28",122,93,"D",1334000
"Northern Territory",-13,132,-12.8402,131.8928,346.6,"2010-05-26",450,93,"D",1334000
"Northern Territory",-13,132,-12.6022,131.9204,353.2,"2019-07-12",122,97,"D",1334000
"Northern Territory",-13,132,-12.541,131.5335,343.3,"2005-07-19",133,91,"D",1334000
"Northern Territory",-13,132,-12.994,132.1579,358.3,"2014-06-05",116,99,"D",1334000
"Northern Territory",-13,132,-13.4044,131.9237,352.8,"2004-09-24",57,96,"D",1334000
"Northern Territory",-13,132,-12.5093,132.3168,354.7,"2002-05-17",129,97,"D",1334000
"Northern Territory",-13,132,-13.3768,132.2586,349.3,"2003-05-20",128,94,"D",1334000
"Northern Territory",-13,132,-13.2856,132.1887,346.3,"2014-06-22",159,93,"D",1334000
"Northern Territory",-13,132,-13.052,132.1992,347.7,"2012-09-26",121,92,"D",1334000
"Northern Territory",-13,132,-13.2707,132.3445,344.3,"2003-06-14",122,92,"D",1334000
"Northern Territory",-13,132,-12.7288,131.542,354,"2013-07-23",146,97,"D",1334000
"Northern Territory",-13,132,-13.3237,131.8972,343.5,"2016-07-21",111,92,"D",1334000
"Northern Territory",-13,132,-12.8805,132.2597,350.8,"2003-06-07",116,95,"D",1334000
"Northern Territory",-13,132,-13.1236,132.161,355.6,"2007-06-28",152,98,"D",1334000
"Northern Territory",-13,132,-12.8092,132.0138,391.8,"2005-07-01",145,100,"D",1334000
"Northern Territory",-13,132,-13.3241,131.5587,343.1,"2019-05-12",153,92,"D",1334000
"Northern Territory",-13,132,-13.3981,131.9266,345,"2010-09-10",140,91,"D",1334000
"Northern Territory",-13,132,-12.7146,131.9335,343.7,"2004-07-18",121,92,"D",1334000
"Northern Territory",-13,132,-12.5332,131.8697,356.6,"2017-08-21",134,98,"D",1334000
"Northern Territory",-13,132,-12.6756,132.144,352.6,"2013-09-11",134,95,"D",1334000
"Northern Territory",-13,132,-13.0779,131.5,343,"2005-05-11",115,91,"D",1334000
"Northern Territory",-13,132,-12.6024,131.7451,383.7,"2016-08-11",128,100,"D",1334000
"Northern Territory",-13,132,-12.6252,132.1035,388,"2014-08-13",134,100,"D",1334000
"Northern Territory",-13,132,-12.6481,132.0014,359.7,"2018-07-20",105,99,"D",1334000
"Northern Territory",-13,132,-12.518,132.1179,342.9,"2003-07-09",115,91,"D",1334000
"Northern Territory",-13,132,-12.9363,132.2472,348.4,"2007-06-18",116,95,"D",1334000
"Northern Territory",-13,132,-13.2742,131.6857,357,"2003-05-08",104,98,"D",1334000
"Northern Territory",-13,132,-13.007,132.316,342,"2012-06-07",204,92,"D",1334000
"Northern Territory",-13,132,-12.654,132.3869,350.4,"2003-05-22",116,95,"D",1334000
"Northern Territory",-13,132,-12.5921,131.9357,412.5,"2014-08-22",128,100,"D",1334000
"Northern Territory",-13,132,-12.7195,131.8528,348.9,"2015-07-31",135,94,"D",1334000
"Northern Territory",-13,132,-13.3281,132.4904,349.7,"2018-05-06",123,95,"D",1334000
"Northern Territory",-13,132,-13.2262,132.223,344.9,"2002-05-04",200,92,"D",1334000
"Northern Territory",-13,132,-13.0012,132.333,343.3,"2009-11-21",122,91,"D",1334000
"Northern Territory",-13,132,-12.5648,132.4137,346.4,"2017-07-09",152,94,"D",1334000
"Northern Territory",-13,132,-13.1407,132.4355,360.7,"2012-05-05",122,100,"D",1334000
"Northern Territory",-13,132,-13.0306,132.0423,351.4,"2018-08-31",141,95,"D",1334000
"Northern Territory",-13,132,-13.1834,132.1617,349.9,"2005-05-02",121,95,"D",1334000
"Northern Territory",-13,132,-12.6163,131.979,365.7,"2007-08-19",128,100,"D",1334000
"Northern Territory",-13,132,-13.1035,132.4451,350.4,"2010-06-22",140,95,"D",1334000
"Northern Territory",-13,132,-13.032,132.148,347.1,"2015-04-26",134,93,"D",1334000
"Northern Territory",-13,132,-12.7424,131.8394,355.3,"2012-07-24",121,97,"D",1334000
"Northern Territory",-13,132,-13.4971,132.2668,346.6,"2004-05-02",152,93,"D",1334000
"Northern Territory",-13,133,-12.5994,133.2027,341,"2008-06-23",146,91,"D",1334000
"Northern Territory",-13,133,-12.7821,132.5374,379.3,"2005-08-06",121,100,"D",1334000
"Northern Territory",-13,133,-12.9302,132.6565,373,"2008-08-30",122,100,"D",1334000
"Northern Territory",-13,133,-12.9649,132.65,358.3,"2010-08-11",127,99,"D",1334000
"Northern Territory",-13,133,-13.1611,132.5135,350.9,"2011-06-27",127,96,"D",1334000
"Northern Territory",-13,133,-12.6789,133.1314,341.4,"2014-05-29",110,91,"D",1334000
"Northern Territory",-13,133,-13.0293,132.6627,347.6,"2003-07-07",127,93,"D",1334000
"Northern Territory",-13,133,-13.0543,132.7951,348,"2002-05-28",111,94,"D",1334000
"Northern Territory",-13,133,-12.5888,132.832,356.2,"2017-09-17",116,98,"D",1334000
"Northern Territory",-13,133,-13.0654,132.5136,353.8,"2006-07-20",146,97,"D",1334000
"Northern Territory",-13,133,-13.3582,132.5573,342.9,"2002-05-19",117,91,"D",1334000
"Northern Territory",-13,133,-13.2144,132.9959,343.6,"2001-07-27",213,92,"D",1334000
"Northern Territory",-13,133,-13.2233,132.9048,355.6,"2014-05-16",141,98,"D",1334000
"Northern Territory",-13,133,-13.1314,132.5947,384.1,"2011-09-24",121,100,"D",1334000
"Northern Territory",-13,133,-12.5062,132.7329,349.8,"2009-07-05",140,95,"D",1334000
"Northern Territory",-13,133,-12.7973,132.8176,341.2,"2012-05-28",127,91,"D",1334000
"Northern Territory",-13,133,-13.2928,132.5288,409.6,"2015-10-10",140,100,"D",1334000
"Northern Territory",-13,133,-13.0966,132.7406,343.5,"2008-05-01",128,91,"D",1334000
"Northern Territory",-13,133,-12.8063,133.4783,353.7,"2008-10-08",128,96,"D",1334000
"Northern Territory",-13,133,-12.9618,132.6042,349.6,"2008-06-13",110,95,"D",1334000
"Northern Territory",-13,133,-13.1554,132.6484,352.4,"2010-12-05",103,96,"D",1334000
"Northern Territory",-13,133,-12.8758,132.5886,347,"2016-04-30",122,93,"D",1334000
"Northern Territory",-13,133,-13.4252,132.8677,351.4,"2001-05-30",137,96,"D",1334000
"Northern Territory",-13,133,-12.5464,133.3992,344.1,"2002-09-01",111,91,"D",1334000
"Northern Territory",-13,133,-13.1848,132.8362,349,"2006-09-01",127,93,"D",1334000
"Northern Territory",-13,133,-12.9556,132.6502,344.9,"2008-05-10",122,92,"D",1334000
"Northern Territory",-13,133,-12.5874,133.0493,375.1,"2008-10-15",134,100,"D",1334000
"Northern Territory",-13,133,-12.6076,133.216,349.3,"2002-08-23",117,94,"D",1334000
"Northern Territory",-13,133,-13.4059,133.0837,368.1,"2018-05-17",105,100,"D",1334000
"Northern Territory",-13,133,-12.9049,133.2919,356.7,"2011-11-02",127,98,"D",1334000
"Northern Territory",-13,133,-12.8606,132.9446,344.6,"2003-05-11",134,92,"D",1334000
"Northern Territory",-13,133,-12.8393,132.6057,354.9,"2013-08-01",140,97,"D",1334000
"Northern Territory",-13,133,-12.6719,133.2738,346,"2002-08-30",123,92,"D",1334000
"Northern Territory",-13,133,-12.8061,132.9607,345.1,"2017-06-15",103,93,"D",1334000
"Northern Territory",-13,133,-12.9385,132.8715,352.9,"2017-06-16",146,96,"D",1334000
"Northern Territory",-13,133,-13.2995,132.9914,349.8,"2015-05-28",135,95,"D",1334000
"Northern Territory",-13,133,-12.6936,132.8476,349.8,"2017-06-18",134,95,"D",1334000
"Northern Territory",-13,133,-12.5538,133.3231,383.9,"2019-06-17",128,100,"D",1334000
"Northern Territory",-13,133,-12.6701,132.706,350.9,"2005-09-02",102,95,"D",1334000
"Northern Territory",-13,133,-12.5336,132.7969,350.5,"2008-07-11",134,95,"D",1334000
"Northern Territory",-13,133,-12.9198,132.736,344.1,"2018-05-31",117,92,"D",1334000
"Northern Territory",-13,133,-13.4067,133.3195,372,"2009-11-12",128,100,"D",1334000
"Northern Territory",-13,133,-13.3382,132.9388,355.4,"2001-07-08",142,97,"D",1334000
"Northern Territory",-13,133,-13.3614,132.7212,345,"2004-09-12",210,91,"D",1334000
"Northern Territory",-13,133,-12.5232,133.3113,352.6,"2015-06-08",116,96,"D",1334000
"Northern Territory",-13,133,-12.842,132.577,345.1,"2016-07-28",116,92,"D",1334000
"Northern Territory",-13,133,-13.3463,132.8929,354.1,"2000-11-03",141,96,"D",1334000
"Northern Territory",-13,133,-12.511,132.5197,379.4,"2018-05-27",141,100,"D",1334000
"Northern Territory",-13,133,-12.6429,132.8752,343.7,"2004-08-01",133,91,"D",1334000
"Northern Territory",-13,133,-12.5666,132.8195,345.9,"2019-06-12",110,93,"D",1334000
"Northern Territory",-13,133,-12.6635,132.9374,354.2,"2006-06-08",109,92,"D",1334000
"Northern Territory",-13,133,-12.644,132.891,343.5,"2016-06-17",123,92,"D",1334000
"Northern Territory",-13,133,-12.9056,132.7414,341.5,"2014-06-16",58,92,"D",1334000
"Northern Territory",-13,133,-12.6085,132.8392,344.9,"2009-07-14",134,92,"D",1334000
"Northern Territory",-13,134,-13.1558,133.7071,360.2,"2010-07-19",122,100,"D",1334000
"Northern Territory",-13,134,-12.5787,133.7772,343.3,"2016-06-08",129,91,"D",1334000
"Northern Territory",-13,134,-12.9808,134.4184,357.4,"2006-10-10",133,98,"D",1334000
"Northern Territory",-13,134,-13.2249,134.4469,356.9,"2006-11-11",133,98,"D",1334000
"Northern Territory",-13,134,-13.0153,133.7374,343.4,"2013-06-30",140,92,"D",1334000
"Northern Territory",-13,134,-13.1459,133.9268,346.4,"2005-06-05",109,93,"D",1334000
"Northern Territory",-13,134,-13.3531,134.4452,357.6,"2011-10-24",133,98,"D",1334000
"Northern Territory",-13,134,-13.215,134.3624,348,"2016-06-16",506,94,"D",1334000
"Northern Territory",-13,134,-12.8475,134.4404,349.5,"2004-10-26",56,93,"D",1334000
"Northern Territory",-13,134,-13.1559,133.8436,400.9,"2007-11-07",127,100,"D",1334000
"Northern Territory",-13,134,-13.2681,134.3148,353.8,"2009-07-07",128,97,"D",1334000
"Northern Territory",-13,134,-13.1801,134.4997,366.3,"2015-11-06",122,100,"D",1334000
"Northern Territory",-13,134,-13.1163,133.6983,371.7,"2004-10-04",133,100,"D",1334000
"Northern Territory",-13,134,-13.199,133.9913,353.5,"2002-09-28",52,96,"D",1334000
"Northern Territory",-13,134,-13.0127,134.1185,349.1,"2006-10-23",102,93,"D",1334000
"Northern Territory",-13,134,-13.0059,133.7549,357.8,"2008-05-31",140,99,"D",1334000
"Northern Territory",-13,134,-13.3567,133.5238,344.9,"2007-08-12",122,91,"D",1334000
"Northern Territory",-13,134,-12.5528,134.2904,348,"2011-10-01",127,92,"D",1334000
"Northern Territory",-13,134,-12.9858,133.797,347,"2018-05-22",123,93,"D",1334000
"Northern Territory",-13,134,-13.1499,133.736,341.5,"2019-06-03",116,92,"D",1334000
"Northern Territory",-13,134,-13.0321,133.6138,341,"2001-08-15",105,91,"D",1334000
"Northern Territory",-13,134,-13.148,133.8607,353.4,"2002-08-21",129,96,"D",1334000
"Northern Territory",-13,134,-13.3302,134.373,345.4,"2011-10-08",133,91,"D",1334000
"Northern Territory",-13,134,-13.4035,133.8422,352.6,"2013-10-04",140,95,"D",1334000
"Northern Territory",-13,134,-13.3622,134.3116,364.2,"2005-09-21",133,100,"D",1334000
"Northern Territory",-13,134,-13.4589,134.2251,348.1,"2007-07-07",146,94,"D",1334000
"Northern Territory",-13,134,-12.5987,133.5405,348.6,"2002-06-09",135,94,"D",1334000
"Northern Territory",-13,134,-12.8757,133.77,354.1,"2016-06-01",122,97,"D",1334000
"Northern Territory",-13,134,-13.0192,133.5922,358.8,"2010-07-10",128,99,"D",1334000
"Northern Territory",-13,134,-12.6086,133.778,342.9,"2009-07-16",122,91,"D",1334000
"Northern Territory",-13,135,-12.9145,135.1512,359.5,"2008-09-06",128,99,"D",1334000
"Northern Territory",-13,135,-13.3689,135.2836,358.5,"2015-11-19",52,99,"D",1334000
"Northern Territory",-13,135,-12.5569,135.3222,353.6,"2011-06-13",115,97,"D",1334000
"Northern Territory",-13,135,-12.5803,135.3695,352.6,"2003-10-10",45,96,"D",1334000
"Northern Territory",-13,135,-12.5168,135.196,358,"2014-08-29",134,99,"D",1334000
"Northern Territory",-13,135,-12.5894,135.0783,349.4,"2005-10-14",139,94,"D",1334000
"Northern Territory",-13,135,-13.3257,134.9873,358.5,"2010-08-29",115,99,"D",1334000
"Northern Territory",-13,135,-12.6787,135.3545,351.9,"2011-09-12",56,96,"D",1334000
"Northern Territory",-13,135,-12.7131,135.1984,358,"2001-08-29",116,99,"D",1334000
"Northern Territory",-13,135,-12.794,135.1559,345.4,"2005-08-01",103,93,"D",1334000
"Northern Territory",-13,135,-12.9122,135.1653,353.1,"2008-09-08",116,96,"D",1334000
"Northern Territory",-13,135,-12.5104,135.0747,345.5,"2015-12-01",116,91,"D",1334000
"Northern Territory",-13,135,-13.1902,135.3984,343.1,"2014-07-28",134,91,"D",1334000
"Northern Territory",-13,135,-12.75,135.4562,359.1,"2006-09-08",133,99,"D",1334000
"Northern Territory",-13,135,-12.8381,134.8063,356.1,"2009-09-07",140,98,"D",1334000
"Northern Territory",-13,135,-12.7879,134.8538,401.4,"2012-12-06",127,100,"D",1334000
"Northern Territory",-13,135,-12.7133,134.5189,358,"2011-09-08",121,99,"D",1334000
"Northern Territory",-13,135,-12.5205,135.1898,354.4,"2018-05-26",58,97,"D",1334000
"Northern Territory",-13,135,-12.6257,135.2171,366.5,"2010-07-24",140,100,"D",1334000
"Northern Territory",-13,135,-12.5588,134.8445,350.7,"2016-06-12",104,96,"D",1334000
"Northern Territory",-13,135,-12.9214,134.5447,363.8,"2002-09-08",117,100,"D",1334000
"Northern Territory",-13,135,-12.6472,135.2205,343.8,"2017-06-20",122,92,"D",1334000
"Northern Territory",-13,135,-12.6241,135.2084,375,"2009-08-01",122,100,"D",1334000
"Northern Territory",-13,135,-12.5279,134.6552,346,"2008-10-21",57,92,"D",1334000
"Northern Territory",-13,135,-12.5181,134.9594,390,"2007-12-11",115,100,"D",1334000
"Northern Territory",-13,135,-12.8625,135.444,358.8,"2006-10-12",121,99,"D",1334000
"Northern Territory",-13,135,-12.6448,134.871,343.1,"2002-06-13",111,91,"D",1334000
"Northern Territory",-13,135,-13.0657,134.6728,377.7,"2002-09-24",117,100,"D",1334000
"Northern Territory",-13,135,-13.3532,135.0819,351.6,"2001-08-27",129,96,"D",1334000
"Northern Territory",-13,135,-12.7752,135.4715,352.3,"2014-08-15",122,96,"D",1334000
"Northern Territory",-13,135,-13.3105,135.0149,387.4,"2007-08-10",134,100,"D",1334000
"Northern Territory",-13,135,-12.7283,135.1406,361.2,"2002-09-22",129,100,"D",1334000
"Northern Territory",-13,135,-13.3294,134.7428,342.3,"2007-07-20",116,91,"D",1334000
"Northern Territory",-13,135,-12.5936,135.0275,364.7,"2015-11-24",110,100,"D",1334000
"Northern Territory",-13,135,-12.8204,135.1258,353.9,"2005-07-28",127,97,"D",1334000
"Northern Territory",-13,135,-12.7988,134.6297,353.2,"2019-12-05",109,95,"D",1334000
"Northern Territory",-13,135,-12.587,134.7831,346.8,"2016-07-24",141,93,"D",1334000
"Northern Territory",-13,135,-12.5283,135.0813,347.5,"2015-11-29",128,91,"D",1334000
"Northern Territory",-13,135,-12.8378,134.9622,404.6,"2004-09-27",127,100,"D",1334000
"Northern Territory",-13,135,-12.6674,134.8216,342,"2011-06-02",133,91,"D",1334000
"Northern Territory",-13,135,-12.7761,135.3161,356.1,"2012-09-24",133,97,"D",1334000
"Northern Territory",-13,135,-12.5119,135.3777,346.8,"2014-08-12",51,94,"D",1334000
"Northern Territory",-13,135,-12.8055,135.1793,361.8,"2011-10-03",115,100,"D",1334000
"Northern Territory",-13,135,-12.5288,135.4335,376.3,"2007-10-01",109,100,"D",1334000
"Northern Territory",-13,135,-12.9689,134.8822,429.6,"2009-10-06",109,100,"D",1334000
"Northern Territory",-13,135,-12.6228,134.6197,346,"2005-09-16",114,92,"D",1334000
"Northern Territory",-13,135,-13.4671,135.2466,357.1,"2007-10-17",109,98,"D",1334000
"Northern Territory",-13,135,-12.5118,135.2727,350.8,"2015-06-29",135,95,"D",1334000
"Northern Territory",-13,135,-13.113,134.7147,352,"2009-10-13",115,95,"D",1334000
"Northern Territory",-13,135,-13.1047,135.3725,350.1,"2002-11-11",116,92,"D",1334000
"Northern Territory",-13,135,-13.0593,134.5212,352.2,"2013-10-31",121,94,"D",1334000
"Northern Territory",-13,135,-12.8026,134.631,347,"2003-10-06",109,91,"D",1334000
"Northern Territory",-13,135,-12.5058,135.0099,362.9,"2018-12-02",109,100,"D",1334000
"Northern Territory",-13,135,-12.822,135.0911,351.3,"2009-09-27",115,95,"D",1334000
"Northern Territory",-13,135,-13.0894,134.8316,367,"2005-10-07",133,100,"D",1334000
"Northern Territory",-13,135,-13.1395,134.6373,348.7,"2005-10-23",133,91,"D",1334000
"Northern Territory",-13,135,-12.5183,135.1596,384.4,"2007-08-26",134,100,"D",1334000
"Northern Territory",-13,135,-12.7013,135.0551,354.7,"2019-08-15",109,97,"D",1334000
"Northern Territory",-13,135,-13.3592,134.7574,354,"2012-10-28",121,96,"D",1334000
"Northern Territory",-13,135,-12.555,134.5987,385.7,"2017-11-02",128,100,"D",1334000
"Northern Territory",-13,135,-13.0337,134.8627,354.7,"2005-10-04",102,97,"D",1334000
"Northern Territory",-13,135,-12.6356,135.3417,359.5,"2002-07-04",129,99,"D",1334000
"Northern Territory",-13,135,-13.3995,134.7454,344.5,"2005-10-06",50,91,"D",1334000
"Northern Territory",-13,135,-12.7294,134.606,344.7,"2006-09-23",50,92,"D",1334000
"Northern Territory",-13,135,-12.9684,135.3567,345.5,"2006-10-25",50,91,"D",1334000
"Northern Territory",-13,135,-13.1497,135.3749,347.4,"2014-09-16",122,92,"D",1334000
"Northern Territory",-13,135,-13.4395,135.3759,348.1,"2019-12-19",121,92,"D",1334000
"Northern Territory",-13,135,-12.654,134.9134,342.2,"2007-07-11",122,92,"D",1334000
"Northern Territory",-13,135,-12.6261,134.8452,353.4,"2005-08-24",108,96,"D",1334000
"Northern Territory",-13,135,-13.1102,134.8754,347.2,"2004-08-17",133,93,"D",1334000
"Northern Territory",-13,135,-12.6187,134.985,358,"2016-11-08",122,98,"D",1334000
"Northern Territory",-13,136,-13.3453,135.527,344.6,"2018-06-09",111,92,"D",1334000
"Northern Territory",-13,136,-12.7993,136.1433,366.6,"2013-09-13",122,100,"D",1334000
"Northern Territory",-13,136,-13.137,136.4019,348.1,"2015-10-12",128,92,"D",1334000
