"state","general_lat","general_long","latitude","longitude","brightness","acq_date","acq_time","confidence","daynight","area"
"New South Wales",-29,148,-28.7647,147.761,350.5,"2001-02-07",6,95,"D",801000
"New South Wales",-29,147,-28.7105,147.1602,344.9,"2014-03-06",0,91,"D",801000
"New South Wales",-29,148,-29.0823,148.2516,353.3,"2004-01-30",49,96,"D",801000
"New South Wales",-29,148,-29.4207,148.4336,346.4,"2003-04-07",13,92,"D",801000
"New South Wales",-29,148,-28.9884,148.3444,345.8,"2003-03-18",37,91,"D",801000
"New South Wales",-29,148,-29.3948,148.1508,346.3,"2011-03-06",49,93,"D",801000
"New South Wales",-29,148,-28.8944,148.4722,344.7,"2011-03-31",42,92,"D",801000
"New South Wales",-29,143,-28.6945,142.5558,348.8,"2018-03-18",43,91,"D",801000
"New South Wales",-29,143,-28.7783,142.5137,378.4,"2018-04-07",19,100,"D",801000
"New South Wales",-29,146,-29.4691,146.3276,368.6,"2013-09-09",12,100,"D",801000
"New South Wales",-29,143,-29.0331,142.6215,355.4,"2018-01-12",0,97,"D",801000
"New South Wales",-29,148,-28.5704,147.6997,356,"2001-03-02",11,98,"D",801000
"New South Wales",-29,149,-28.646,149.029,352.6,"2002-09-09",25,96,"D",801000
"New South Wales",-29,148,-28.6194,148.106,346.8,"2019-02-26",36,92,"D",801000
"New South Wales",-29,149,-28.9957,149.3217,344.1,"2015-04-01",6,91,"D",801000
"New South Wales",-29,147,-28.5441,147.0089,350.8,"2005-05-30",11,96,"D",801000
"New South Wales",-29,147,-28.5746,147.0815,341.9,"2018-03-08",6,91,"D",801000
"New South Wales",-29,148,-29.2609,148.3326,371.3,"2018-07-30",7,100,"D",801000
"New South Wales",-29,142,-28.7175,142.3261,353.2,"2009-02-28",50,95,"D",801000
"New South Wales",-29,153,-29.1257,153.0263,340.1,"2016-07-08",7,92,"D",801000
"New South Wales",-29,153,-28.6512,152.9337,340.8,"2018-02-20",6,91,"D",801000
"New South Wales",-29,148,-28.9,147.9074,344.5,"2007-03-25",342,91,"D",801000
"New South Wales",-29,148,-28.688,148.1487,369.4,"2019-09-26",12,100,"D",801000
"New South Wales",-29,149,-29.0506,148.8623,342.9,"2013-08-22",24,93,"D",801000
"New South Wales",-29,149,-28.5655,148.5788,357.2,"2002-02-08",7,98,"D",801000
"New South Wales",-29,149,-29.1726,148.5723,344.8,"2019-07-26",0,94,"D",801000
"New South Wales",-29,148,-28.9125,148.3076,356.2,"2008-02-22",354,97,"D",801000
"New South Wales",-29,149,-28.595,149.0791,366.8,"2004-03-26",0,100,"D",801000
"New South Wales",-29,149,-29.3587,148.6644,352.1,"2012-04-13",24,96,"D",801000
"New South Wales",-29,149,-29.4546,148.8843,337.5,"2011-05-08",6,91,"D",801000
"New South Wales",-29,149,-28.5557,149.3031,366.6,"2003-06-10",12,100,"D",801000
"New South Wales",-29,149,-29.3239,148.897,356.6,"2001-02-15",54,98,"D",801000
"New South Wales",-29,148,-28.7688,147.8458,345.7,"2001-04-17",22,92,"D",801000
"New South Wales",-29,149,-29.2192,148.5948,343,"2016-05-20",102,92,"D",801000
"New South Wales",-29,148,-29.2722,148.3835,348.8,"2018-05-07",32,95,"D",801000
"New South Wales",-29,148,-28.9836,148.0532,348.2,"2017-05-17",0,95,"D",801000
"New South Wales",-29,148,-29.3092,148.336,342.5,"2013-04-05",43,92,"D",801000
"New South Wales",-29,148,-28.6605,148.4419,349.8,"2018-11-12",0,93,"D",801000
"New South Wales",-30,145,-30.1735,145.3719,350.5,"2017-01-25",0,94,"D",801000
"New South Wales",-30,146,-30.0797,145.8547,359.8,"2001-05-08",40,94,"D",801000
"New South Wales",-30,147,-29.8327,147.4457,357.8,"2019-08-27",0,99,"D",801000
"New South Wales",-29,149,-28.8082,149.0069,345.2,"2017-04-11",24,92,"D",801000
"New South Wales",-29,149,-28.533,149.0811,383.2,"2006-02-02",59,100,"D",801000
"New South Wales",-29,149,-28.572,149.4566,364.9,"2015-01-20",0,100,"D",801000
"New South Wales",-29,149,-28.8845,148.868,353.4,"2002-03-08",32,96,"D",801000
"New South Wales",-29,149,-28.8192,149.0075,343.2,"2015-05-12",0,92,"D",801000
"New South Wales",-30,152,-29.9915,152.4003,345,"2019-09-28",0,92,"D",801000
"New South Wales",-29,147,-28.5611,147.0434,366.2,"2017-05-18",43,100,"D",801000
"New South Wales",-29,148,-28.7618,147.6928,346.8,"2006-02-25",345,92,"D",801000
"New South Wales",-29,148,-29.2463,148.372,347.3,"2015-03-12",31,92,"D",801000
"New South Wales",-29,148,-29.2549,148.365,353.2,"2015-02-26",18,96,"D",801000
"New South Wales",-29,147,-28.5967,147.0937,360.4,"2016-03-07",24,100,"D",801000
"New South Wales",-29,147,-28.7564,147.1622,346,"2013-09-01",101,93,"D",801000
"New South Wales",-29,147,-28.5818,147.0899,361.8,"2018-02-25",24,100,"D",801000
"New South Wales",-29,147,-28.5429,147.0214,349,"2005-09-15",35,94,"D",801000
"New South Wales",-29,147,-28.5419,147.0195,375.2,"2005-06-02",42,100,"D",801000
"New South Wales",-29,153,-29.1219,153.0647,351.3,"2003-03-06",12,96,"D",801000
"New South Wales",-29,153,-29.2942,153.2161,342.8,"2018-06-03",13,93,"D",801000
"New South Wales",-29,153,-29.1042,153.0301,350.7,"2017-07-20",0,96,"D",801000
"New South Wales",-29,150,-28.8183,149.8235,345.5,"2016-03-14",30,91,"D",801000
"New South Wales",-29,150,-28.8178,150.3016,385.9,"2007-05-28",342,94,"D",801000
"New South Wales",-29,150,-29.2889,150.2394,349.8,"2017-02-22",24,94,"D",801000
"New South Wales",-29,150,-28.6659,149.5168,358.3,"2016-12-15",6,98,"D",801000
"New South Wales",-29,150,-29.0508,150.3224,349.9,"2013-03-20",43,95,"D",801000
"New South Wales",-29,150,-28.5393,149.8949,345.5,"2017-01-28",30,92,"D",801000
"New South Wales",-29,150,-28.9412,150.1298,345.7,"2005-02-28",29,91,"D",801000
"New South Wales",-29,149,-28.8383,149.2999,396,"2016-03-12",42,100,"D",801000
"New South Wales",-29,151,-29.2566,151.4897,347.7,"2019-11-02",30,93,"D",801000
"New South Wales",-29,151,-28.9299,150.5059,341.2,"2016-05-22",49,91,"D",801000
"New South Wales",-29,151,-29.1346,151.275,339.1,"2012-05-10",6,91,"D",801000
"New South Wales",-29,151,-28.5244,150.5354,356.1,"2010-03-25",12,98,"D",801000
"New South Wales",-29,151,-29.0499,150.6917,343.2,"2019-04-28",6,92,"D",801000
"New South Wales",-29,149,-28.912,148.7181,369.8,"2002-08-15",32,100,"D",801000
"New South Wales",-29,151,-28.9866,151.4289,353.9,"2017-12-11",0,91,"D",801000
"New South Wales",-29,151,-29.1229,151.1057,346.9,"2010-01-09",30,93,"D",801000
"New South Wales",-29,151,-29.3907,151.4378,345.7,"2014-09-30",0,93,"D",801000
"New South Wales",-29,151,-28.5685,150.8854,345.6,"2019-01-11",24,92,"D",801000
"New South Wales",-29,151,-28.6938,150.5742,349.1,"2016-05-12",12,95,"D",801000
"New South Wales",-29,151,-28.5255,151.3346,341.8,"2012-04-08",5,91,"D",801000
"New South Wales",-29,151,-28.8157,151.0837,346.9,"2019-10-21",5,92,"D",801000
"New South Wales",-29,152,-29.2897,151.9817,356.7,"2007-03-26",6,98,"D",801000
"New South Wales",-29,152,-28.7017,152.3518,356.3,"2017-09-22",0,98,"D",801000
"New South Wales",-29,152,-28.9089,152.0512,343,"2018-08-13",19,93,"D",801000
"New South Wales",-29,152,-28.6863,152.1747,356.5,"2017-02-07",348,98,"D",801000
"New South Wales",-29,152,-28.5118,151.8437,338.3,"2018-07-19",25,91,"D",801000
"New South Wales",-29,152,-28.7431,152.0561,362.9,"2002-04-27",19,100,"D",801000
"New South Wales",-29,152,-29.2957,151.9897,342.3,"2005-04-03",18,92,"D",801000
"New South Wales",-29,152,-28.8359,151.9675,362.1,"2019-02-16",0,100,"D",801000
"New South Wales",-29,152,-28.7433,152.1737,355.6,"2009-02-26",347,98,"D",801000
"New South Wales",-29,152,-29.2968,152.0797,340.3,"2014-04-23",0,91,"D",801000
"New South Wales",-29,153,-29.0115,153.3179,338.4,"2002-08-12",1,91,"D",801000
"New South Wales",-29,153,-28.7559,152.5971,352.6,"2018-05-04",1,97,"D",801000
"New South Wales",-29,153,-28.6071,152.5203,344.3,"2008-04-03",348,92,"D",801000
"New South Wales",-29,153,-28.6254,152.5141,392.2,"2019-08-09",12,100,"D",801000
"New South Wales",-29,153,-29.453,152.8989,358.3,"2008-12-23",302,99,"D",801000
"New South Wales",-29,153,-29.0745,152.7469,339.6,"2017-09-06",0,91,"D",801000
"New South Wales",-29,153,-29.3558,152.8312,338.8,"2019-08-11",0,91,"D",801000
"New South Wales",-31,142,-31.2178,141.8083,351.4,"2008-02-16",13,95,"D",801000
"New South Wales",-31,142,-31.2249,141.7881,353.1,"2008-02-17",56,96,"D",801000
"New South Wales",-31,145,-30.9555,144.5551,355.9,"2014-02-07",19,97,"D",801000
"New South Wales",-31,145,-30.8684,144.9901,346.2,"2012-12-13",0,91,"D",801000
"New South Wales",-31,146,-31.4724,146.3204,366.8,"2016-04-06",37,100,"D",801000
"New South Wales",-31,146,-31.1695,146.0111,345.5,"2019-03-16",25,91,"D",801000
"New South Wales",-31,146,-31.1173,146.3551,351.8,"2011-05-11",37,97,"D",801000
"New South Wales",-31,146,-30.8447,146.4974,382,"2017-02-20",37,100,"D",801000
"New South Wales",-31,146,-30.9193,145.9353,347.6,"2002-07-16",20,95,"D",801000
"New South Wales",-31,146,-30.8492,146.4836,349,"2017-02-18",49,93,"D",801000
"New South Wales",-31,146,-30.8748,146.1171,348.2,"2019-02-03",31,91,"D",801000
"New South Wales",-31,147,-31.0758,147.1554,343.5,"2001-09-10",7,92,"D",801000
"New South Wales",-31,147,-31.1237,147.0281,353.9,"2019-03-18",13,97,"D",801000
"New South Wales",-31,147,-31.2274,147,350,"2018-02-18",19,93,"D",801000
"New South Wales",-31,147,-30.9876,146.6654,348.4,"2019-01-31",0,92,"D",801000
"New South Wales",-31,147,-31.3926,147.3728,363.5,"2019-03-31",400,100,"D",801000
"New South Wales",-31,147,-30.9406,146.822,337.9,"2015-05-17",19,91,"D",801000
"New South Wales",-31,147,-31.1071,146.7253,347.1,"2004-04-26",55,94,"D",801000
"New South Wales",-31,147,-31.1277,147.1026,384.1,"2016-03-21",37,100,"D",801000
"New South Wales",-31,147,-31.1228,147.0346,348.4,"2018-02-13",0,92,"D",801000
"New South Wales",-31,147,-30.8555,146.8509,362.5,"2016-03-13",406,100,"D",801000
"New South Wales",-31,147,-30.9863,146.6498,352.2,"2019-01-29",13,94,"D",801000
"New South Wales",-31,147,-30.6738,146.9471,351.4,"2003-02-25",19,95,"D",801000
"New South Wales",-31,147,-31.3893,146.8283,353.1,"2006-03-12",24,96,"D",801000
"New South Wales",-31,147,-31.303,147.0625,360,"2017-03-17",31,100,"D",801000
"New South Wales",-31,148,-30.7251,147.8427,341.6,"2008-08-26",13,92,"D",801000
"New South Wales",-31,148,-30.6983,147.5166,344.9,"2016-03-17",101,91,"D",801000
"New South Wales",-31,148,-31.466,147.555,357,"2019-03-07",31,98,"D",801000
"New South Wales",-31,148,-30.6074,147.769,352.2,"2018-08-24",2,97,"D",801000
"New South Wales",-31,148,-30.5849,147.766,328.8,"2004-03-20",1242,100,"N",801000
"New South Wales",-31,148,-30.7848,147.8389,341.3,"2008-05-13",19,92,"D",801000
"New South Wales",-29,149,-28.6052,149.1049,353.7,"2004-06-01",30,97,"D",801000
"New South Wales",-29,149,-28.6034,149.2665,338.8,"2004-05-29",0,91,"D",801000
"New South Wales",-29,149,-28.7225,148.6377,344.6,"2007-09-07",24,92,"D",801000
"New South Wales",-29,149,-28.6245,149.1025,359,"2004-03-28",404,99,"D",801000
"New South Wales",-29,149,-29.2782,149.1708,346.5,"2011-03-10",24,93,"D",801000
"New South Wales",-29,149,-28.6239,148.5631,355.8,"2016-02-05",348,97,"D",801000
"New South Wales",-29,149,-28.836,149.3997,348.7,"2017-01-05",24,93,"D",801000
"New South Wales",-29,149,-28.9004,149.0246,368.7,"2018-04-23",19,100,"D",801000
"New South Wales",-29,149,-28.6098,148.9346,355.5,"2014-04-24",42,98,"D",801000
"New South Wales",-29,149,-28.7942,149.3328,350.1,"2016-04-02",101,94,"D",801000
"New South Wales",-29,149,-29.3583,148.5966,355.5,"2007-03-23",354,97,"D",801000
"New South Wales",-29,149,-28.786,149.0408,348.1,"2018-03-22",18,94,"D",801000
"New South Wales",-29,149,-28.7377,148.5778,352.5,"2018-03-01",0,95,"D",801000
"New South Wales",-29,149,-29.3027,149.0203,374.8,"2006-02-06",35,100,"D",801000
"New South Wales",-29,149,-29.131,149.3964,347.9,"2003-03-24",0,93,"D",801000
"New South Wales",-29,149,-29.308,148.6882,348.2,"2005-03-18",18,94,"D",801000
"New South Wales",-29,149,-28.6353,149.4058,350,"2002-07-11",1,96,"D",801000
"New South Wales",-29,149,-29.2414,148.7652,350.2,"2002-04-20",13,95,"D",801000
"New South Wales",-31,149,-30.7735,149.2214,371.4,"2018-01-19",6,100,"D",801000
"New South Wales",-31,150,-30.7996,149.8113,357.2,"2001-04-19",10,98,"D",801000
"New South Wales",-31,150,-30.545,149.5695,347.7,"2015-03-07",12,93,"D",801000
"New South Wales",-31,150,-30.9092,150.2996,361.6,"2005-02-11",403,100,"D",801000
"New South Wales",-31,150,-31.3686,150.121,373.9,"2009-03-05",352,100,"D",801000
"New South Wales",-31,150,-31.2046,150.3547,385.2,"2003-12-23",403,100,"D",801000
"New South Wales",-31,150,-31.2167,150.4517,349.7,"2013-04-23",31,95,"D",801000
"New South Wales",-31,150,-30.7722,150.0285,343.1,"2017-04-14",55,92,"D",801000
"New South Wales",-31,151,-31.2103,151.3789,377.7,"2006-05-07",351,100,"D",801000
"New South Wales",-31,151,-31.307,151.3371,341,"2019-07-07",347,92,"D",801000
"New South Wales",-31,151,-31.3587,151.437,344.4,"2016-03-11",0,92,"D",801000
"New South Wales",-31,151,-31.4572,151.255,347.7,"2015-02-17",25,94,"D",801000
"New South Wales",-31,152,-30.6453,152.2335,344.5,"2014-07-12",0,94,"D",801000
"New South Wales",-31,152,-31.3537,151.7809,373,"2019-12-17",0,100,"D",801000
"New South Wales",-31,152,-30.7125,151.8615,346.9,"2003-03-31",7,94,"D",801000
"New South Wales",-31,152,-30.8634,151.6273,342.7,"2007-09-27",0,92,"D",801000
"New South Wales",-31,152,-30.547,152.2175,352.3,"2016-11-22",0,96,"D",801000
"New South Wales",-31,152,-31.3877,151.5819,374,"2004-02-06",332,100,"D",801000
"New South Wales",-31,152,-30.8074,152.2669,346.9,"2012-10-26",0,93,"D",801000
"New South Wales",-31,153,-30.5333,152.8751,338.5,"2007-06-05",12,91,"D",801000
"New South Wales",-31,153,-30.9055,152.8336,340.4,"2002-07-09",14,92,"D",801000
"New South Wales",-31,153,-31.4725,152.6631,356.4,"2006-04-17",0,98,"D",801000
"New South Wales",-30,152,-29.5314,152.2139,339,"2012-08-30",6,91,"D",801000
"New South Wales",-30,152,-30.3123,152.4502,343.2,"2016-01-31",329,91,"D",801000
"New South Wales",-30,152,-30.409,152.2356,349.8,"2003-01-26",7,94,"D",801000
"New South Wales",-30,152,-29.979,152.4121,355.6,"2009-10-02",0,98,"D",801000
"New South Wales",-30,152,-30.0674,152.1249,352.9,"2005-12-05",356,96,"D",801000
"New South Wales",-30,152,-29.9678,151.5686,345.9,"2009-05-09",13,94,"D",801000
"New South Wales",-30,153,-29.9075,153.1722,339.9,"2016-10-05",0,91,"D",801000
"New South Wales",-30,153,-29.9746,153.039,350.5,"2016-02-25",323,95,"D",801000
"New South Wales",-30,153,-29.5921,152.8129,369.9,"2008-10-31",0,100,"D",801000
"New South Wales",-30,153,-30.149,153.1114,344,"2012-03-01",323,93,"D",801000
"New South Wales",-30,153,-29.7081,153.2243,391,"2009-10-18",0,94,"D",801000
"New South Wales",-30,153,-30.0695,152.6568,382.4,"2019-10-26",24,100,"D",801000
"New South Wales",-30,153,-29.7545,153.2659,342.1,"2008-05-08",0,93,"D",801000
"New South Wales",-30,153,-30.2051,152.8464,355.5,"2016-03-23",24,98,"D",801000
"New South Wales",-30,153,-30.1385,153.118,347.1,"2012-02-29",0,94,"D",801000
"New South Wales",-30,153,-29.561,153.2473,364.7,"2016-12-31",6,100,"D",801000
"New South Wales",-30,153,-30.2227,152.8304,343.7,"2009-09-16",0,93,"D",801000
"New South Wales",-30,153,-30.0948,152.5746,375.8,"2003-01-19",1,100,"D",801000
"New South Wales",-30,153,-30.0073,152.8422,358.3,"2016-08-18",0,99,"D",801000
"New South Wales",-29,151,-29.291,151.3141,358.8,"2015-02-12",6,99,"D",801000
"New South Wales",-30,153,-30.1128,152.6511,344.8,"2004-02-11",351,91,"D",801000
"New South Wales",-30,153,-29.5279,152.8505,346.2,"2014-08-02",18,94,"D",801000
"New South Wales",-30,153,-30.4249,152.9292,351.8,"2011-04-15",0,97,"D",801000
"New South Wales",-30,153,-30.2124,153.1239,356.2,"2007-02-28",348,98,"D",801000
"New South Wales",-30,153,-29.6856,153.2854,393.9,"2017-02-01",6,100,"D",801000
"New South Wales",-29,151,-28.7027,150.8414,340.6,"2004-05-20",6,92,"D",801000
"New South Wales",-32,142,-32.0276,141.9193,341.3,"2011-06-12",37,92,"D",801000
"New South Wales",-32,144,-32.3553,144.4689,357.1,"2003-02-14",38,98,"D",801000
"New South Wales",-32,145,-32.3686,144.5766,360.5,"2003-02-12",51,100,"D",801000
"New South Wales",-32,145,-31.7722,145.3028,352.1,"2007-07-12",31,97,"D",801000
"New South Wales",-32,145,-32.3537,144.5208,399.4,"2003-02-11",8,100,"D",801000
"New South Wales",-32,146,-31.8088,145.7865,387.8,"2017-02-04",37,100,"D",801000
"New South Wales",-32,146,-32.3811,145.8769,352.2,"2007-01-20",102,95,"D",801000
"New South Wales",-32,146,-32.3318,145.9729,358.3,"2004-01-18",26,99,"D",801000
"New South Wales",-32,146,-31.6194,146.4288,360.2,"2009-03-03",404,100,"D",801000
"New South Wales",-32,146,-31.6861,146.3862,355.1,"2004-03-22",25,97,"D",801000
"New South Wales",-32,146,-31.7081,146.2777,350.6,"2008-03-10",19,94,"D",801000
"New South Wales",-32,146,-31.8357,145.7583,348.5,"2017-02-27",43,93,"D",801000
"New South Wales",-32,146,-31.8248,145.7562,360.9,"2017-02-25",56,100,"D",801000
"New South Wales",-32,146,-31.7987,145.763,351.5,"2017-03-04",102,95,"D",801000
"New South Wales",-32,146,-31.86,146.4551,340,"2013-08-10",1,92,"D",801000
"New South Wales",-32,146,-31.8375,145.7947,364.1,"2013-01-05",7,100,"D",801000
"New South Wales",-32,146,-32.2813,145.9866,347.5,"2016-02-01",412,91,"D",801000
"New South Wales",-29,147,-28.532,147.0315,345.6,"2017-05-11",36,93,"D",801000
"New South Wales",-29,147,-28.6792,147.0344,351,"2016-02-15",6,93,"D",801000
"New South Wales",-29,147,-28.7538,147.157,373.2,"2014-01-17",0,100,"D",801000
"New South Wales",-32,147,-31.9098,146.8781,338.4,"2003-08-02",30,91,"D",801000
"New South Wales",-32,147,-31.8431,146.6727,344.2,"2016-04-03",7,91,"D",801000
"New South Wales",-32,147,-31.5273,146.884,343.2,"2006-04-08",422,91,"D",801000
"New South Wales",-32,147,-32.2184,146.9825,360.5,"2019-10-12",13,100,"D",801000
"New South Wales",-32,147,-32.3473,147.106,352.7,"2006-04-20",31,97,"D",801000
"New South Wales",-32,147,-32.4635,146.911,346.4,"2004-03-01",7,92,"D",801000
"New South Wales",-32,147,-32.1181,147.1615,347.8,"2005-04-14",0,94,"D",801000
"New South Wales",-32,147,-32.4086,147.2085,389.2,"2006-03-07",421,100,"D",801000
"New South Wales",-32,147,-31.5302,146.5444,402.8,"2013-09-07",25,100,"D",801000
"New South Wales",-32,147,-32.0693,147.0476,397.8,"2004-04-05",37,100,"D",801000
"New South Wales",-32,147,-32.1607,146.5753,347,"2017-04-16",44,94,"D",801000
"New South Wales",-32,147,-32.3003,147.412,343.9,"2005-05-07",6,93,"D",801000
"New South Wales",-32,147,-32.1857,146.7426,358.2,"2018-02-05",50,99,"D",801000
"New South Wales",-32,147,-31.5615,147.053,352.7,"2003-03-08",1,96,"D",801000
"New South Wales",-32,147,-32.1849,146.9432,338.7,"2019-08-07",25,91,"D",801000
"New South Wales",-32,148,-32.4408,148.3181,338.7,"2006-04-01",0,91,"D",801000
"New South Wales",-32,148,-31.5737,148.3572,353.8,"2017-02-09",335,95,"D",801000
"New South Wales",-32,148,-32.279,147.5036,358.1,"2006-04-06",18,99,"D",801000
"New South Wales",-32,148,-32.3201,147.6929,343.6,"2014-04-08",44,93,"D",801000
"New South Wales",-32,148,-32.2235,147.8457,344.1,"2013-04-25",19,93,"D",801000
"New South Wales",-32,148,-31.5554,147.7203,343.5,"2014-05-12",31,93,"D",801000
"New South Wales",-32,148,-32.3644,147.5957,341.1,"2015-05-10",13,92,"D",801000
"New South Wales",-32,148,-31.6009,148.2916,381.5,"2016-03-15",354,100,"D",801000
"New South Wales",-32,148,-31.9711,147.6397,340.6,"2017-05-08",7,92,"D",801000
"New South Wales",-32,148,-31.6896,147.6874,357.8,"2004-04-28",43,93,"D",801000
"New South Wales",-32,148,-32.1524,147.6626,351.4,"2004-04-02",7,96,"D",801000
"New South Wales",-32,148,-32.0361,147.7045,347.9,"2015-03-30",19,94,"D",801000
"New South Wales",-32,149,-32.007,148.9978,348.5,"2007-01-13",56,92,"D",801000
"New South Wales",-32,149,-32.4235,149.0058,382.6,"2006-08-23",417,100,"D",801000
"New South Wales",-32,149,-31.9967,149.0574,368.3,"2007-01-18",353,100,"D",801000
"New South Wales",-32,149,-32.1655,148.5016,346.3,"2010-12-29",19,93,"D",801000
"New South Wales",-32,149,-31.977,148.6747,343.4,"2007-04-04",1,92,"D",801000
"New South Wales",-32,149,-31.9208,149.1125,338,"2019-05-05",13,91,"D",801000
"New South Wales",-32,149,-32.0999,148.5689,349.3,"2004-05-09",25,95,"D",801000
"New South Wales",-32,149,-32.0079,149.291,373.2,"2013-04-09",19,100,"D",801000
"New South Wales",-32,149,-31.9734,148.9131,349,"2007-01-14",0,93,"D",801000
"New South Wales",-32,149,-31.7464,149.4624,342.7,"2003-05-07",25,93,"D",801000
"New South Wales",-32,149,-31.5213,148.9383,372.4,"2004-04-09",12,100,"D",801000
"New South Wales",-32,150,-32.0697,149.5634,360.6,"2017-02-11",322,94,"D",801000
"New South Wales",-32,150,-31.6768,150.2386,377.9,"2011-02-09",335,100,"D",801000
"New South Wales",-32,150,-31.6055,150.2278,344.3,"2004-02-17",314,91,"D",801000
"New South Wales",-32,150,-31.74,150.0206,348.2,"2011-02-05",400,93,"D",801000
"New South Wales",-32,150,-31.8208,149.5085,342.9,"2008-06-29",354,93,"D",801000
"New South Wales",-32,151,-31.581,150.6539,340.4,"2018-07-05",14,92,"D",801000
"New South Wales",-32,151,-31.6084,151.1396,351.8,"2013-08-26",1,97,"D",801000
"New South Wales",-32,151,-31.5756,151.1528,347,"2019-05-07",1,95,"D",801000
"New South Wales",-32,151,-32.0467,151.2587,343.7,"2014-01-01",1,91,"D",801000
"New South Wales",-32,151,-31.6134,151.0964,340.8,"2014-04-28",19,92,"D",801000
"New South Wales",-32,151,-31.8288,151.4471,347.2,"2019-10-14",0,94,"D",801000
"New South Wales",-32,151,-31.574,151.0629,347.4,"2003-11-03",0,94,"D",801000
"New South Wales",-32,151,-31.5319,151.1587,337.7,"2013-05-29",7,91,"D",801000
"New South Wales",-32,151,-31.6145,151.0893,340.8,"2019-07-15",19,92,"D",801000
"New South Wales",-32,151,-31.7974,151.45,366.3,"2018-04-02",1,100,"D",801000
"New South Wales",-32,151,-31.5961,151.1696,340.9,"2018-07-23",2,92,"D",801000
"New South Wales",-32,152,-31.5208,151.5027,367.8,"2006-01-31",350,100,"D",801000
"New South Wales",-32,152,-31.5427,151.7757,348.5,"2019-04-06",43,95,"D",801000
"New South Wales",-32,152,-31.6617,151.6574,359.6,"2014-11-01",1,99,"D",801000
"New South Wales",-32,152,-32.0236,151.7412,346.3,"2015-01-17",348,92,"D",801000
"New South Wales",-32,152,-31.5331,152.2997,340.7,"2002-09-29",1,92,"D",801000
"New South Wales",-32,152,-32.0097,152.3434,343.1,"2012-09-08",0,93,"D",801000
"New South Wales",-32,153,-31.9563,152.5204,393,"2018-08-08",2,100,"D",801000
"New South Wales",-32,153,-31.5497,152.7743,349.1,"2014-02-19",43,95,"D",801000
"New South Wales",-32,153,-31.6485,152.5426,344.2,"2013-09-27",0,93,"D",801000
"New South Wales",-29,149,-28.7452,149.0787,342,"2002-05-22",14,92,"D",801000
"New South Wales",-29,149,-28.7934,148.8828,372.3,"2002-04-11",19,100,"D",801000
"New South Wales",-29,149,-28.579,149.2407,365.8,"2017-02-10",419,100,"D",801000
"New South Wales",-29,149,-28.7306,148.7443,348.8,"2007-01-30",0,91,"D",801000
"New South Wales",-29,149,-29.357,148.6664,356.4,"2016-10-19",12,98,"D",801000
"New South Wales",-29,149,-28.5996,149.252,358.6,"2006-03-13",345,93,"D",801000
"New South Wales",-29,149,-29.056,148.7454,357,"2003-08-04",17,98,"D",801000
"New South Wales",-29,149,-28.5662,149.0943,364.1,"2002-02-20",32,100,"D",801000
"New South Wales",-29,149,-29.0661,149.2802,350.1,"2005-12-08",11,94,"D",801000
"New South Wales",-29,149,-28.7569,149.0138,348.2,"2004-02-28",19,93,"D",801000
"New South Wales",-29,150,-28.5143,149.7595,350.3,"2015-11-20",0,92,"D",801000
"New South Wales",-29,150,-28.6224,149.5465,343.1,"2007-02-15",0,91,"D",801000
"New South Wales",-31,153,-30.5201,152.8846,344.4,"2014-05-27",406,94,"D",801000
"New South Wales",-31,153,-31.2865,152.5672,343.4,"2019-07-24",12,93,"D",801000
"New South Wales",-31,153,-31.3509,152.7282,376.4,"2010-01-06",0,100,"D",801000
"New South Wales",-31,153,-31.3531,152.7744,340.5,"2010-08-25",6,92,"D",801000
"New South Wales",-29,150,-29.2471,150.4804,344,"2016-08-02",1,93,"D",801000
"New South Wales",-29,150,-29.3117,150.3629,365.2,"2016-05-29",336,100,"D",801000
"New South Wales",-29,150,-28.8572,150.4952,340.7,"2017-05-15",12,92,"D",801000
"New South Wales",-29,150,-29.1408,150.1562,346.1,"2010-03-27",0,92,"D",801000
"New South Wales",-29,150,-28.8025,150.4389,352.9,"2010-04-26",12,97,"D",801000
"New South Wales",-29,150,-29.4599,149.9782,340.8,"2018-06-05",1,92,"D",801000
"New South Wales",-29,150,-29.4803,150.2505,352.5,"2011-03-28",12,96,"D",801000
"New South Wales",-29,150,-28.9393,149.7648,359.7,"2012-04-22",18,99,"D",801000
"New South Wales",-29,150,-28.8006,149.8123,353.7,"2016-03-28",324,97,"D",801000
"New South Wales",-33,145,-32.7759,145.2582,357.3,"2009-04-21",26,98,"D",801000
"New South Wales",-33,146,-32.6905,146.2918,352.3,"2017-03-08",37,96,"D",801000
"New South Wales",-33,146,-33.0217,146.4776,395.8,"2017-02-08",430,100,"D",801000
"New South Wales",-33,146,-33.4151,145.8022,347.3,"2004-01-28",338,91,"D",801000
"New South Wales",-33,146,-33.4002,146.4356,360,"2015-03-23",14,100,"D",801000
"New South Wales",-33,146,-32.7593,145.9582,356.4,"2017-01-27",405,97,"D",801000
"New South Wales",-30,153,-30.3788,153.0167,348.5,"2010-02-23",0,95,"D",801000
"New South Wales",-33,146,-33.0267,146.4508,363.8,"2016-02-24",418,100,"D",801000
"New South Wales",-33,146,-33.3296,145.8313,343.4,"2018-08-06",15,93,"D",801000
"New South Wales",-33,146,-32.5917,146.4507,353,"2004-03-15",19,96,"D",801000
